createdAt,Sentiment
2012-11-27,-0.19999999999999998
2012-11-28,0.4928571428571428
2012-11-29,0.25
2012-12-02,0.5
2012-12-04,0.14545454545454548
2012-12-05,0.25
2012-12-09,0.04017857142857143
2012-12-11,0.3
2012-12-12,0.28500000000000003
2012-12-14,0.06888888888888889
2012-12-17,0.425
2012-12-19,0.44625000000000004
2012-12-24,-0.06473214285714285
2012-12-25,0.5625
2012-12-29,0.16666666666666669
2013-01-04,0.375
2013-01-10,0.10833333333333332
2013-01-15,0.0
2013-01-18,0.8
2013-01-26,0.18
2013-01-30,0.0
2013-02-04,0.45166666666666666
2013-02-08,0.049999999999999996
2013-02-09,0.125
2013-02-10,0.0
2013-02-11,0.1195
2013-02-14,0.21428571428571427
2013-02-15,0.20833333333333334
2013-02-16,0.0
2013-02-18,0.4
2013-02-19,0.25
2013-02-23,0.38392857142857145
2013-02-25,0.5104166666666666
2013-02-26,0.6
2013-02-27,0.15833333333333333
2013-03-01,0.1370959595959596
2013-03-02,0.0
2013-03-06,0.0
2013-03-08,0.13796296296296295
2013-03-09,0.05833333333333333
2013-03-10,0.0
2013-03-17,0.325
2013-03-19,0.0
2013-03-20,0.010416666666666668
2013-03-23,0.26495726495726496
2013-03-24,0.0
2013-03-25,-0.1395833333333333
2013-03-26,0.11878306878306877
2013-03-29,0.11970899470899471
2013-03-30,0.19642857142857142
2013-03-31,0.6
2013-04-01,0.37249999999999994
2013-04-02,0.003124999999999991
2013-04-03,0.525
2013-04-08,0.24173232323232324
2013-04-09,0.18462301587301586
2013-04-10,0.1
2013-04-11,0.181184613997114
2013-04-13,0.25
2013-04-17,0.1477272727272727
2013-04-18,-0.1
2013-04-21,0.75
2013-04-22,0.3477272727272727
2013-04-23,0.25625000000000003
2013-04-24,0.0625
2013-04-25,0.2067550505050505
2013-04-26,-0.2333333333333333
2013-04-28,0.039814814814814824
2013-04-30,0.05
2013-05-01,0.3668367346938775
2013-05-02,0.04643678695436509
2013-05-03,0.16314606145488497
2013-05-04,0.25555555555555554
2013-05-05,0.1
2013-05-06,0.14666666666666667
2013-05-07,0.1013888888888889
2013-05-08,0.08333333333333333
2013-05-09,0.012499999999999999
2013-05-12,0.0729100529100529
2013-05-13,0.11527777777777778
2013-05-14,0.15
2013-05-15,0.0
2013-05-18,-0.06666666666666665
2013-05-19,0.0175
2013-05-20,0.0
2013-05-22,0.0
2013-05-23,0.0825
2013-05-24,-0.05138888888888889
2013-05-25,0.06650793650793652
2013-05-26,0.25
2013-05-30,0.26666666666666666
2013-06-03,0.10777777777777778
2013-06-05,0.125
2013-06-06,-0.07848888888888889
2013-06-08,0.4875
2013-06-10,0.043181818181818175
2013-06-12,0.075
2013-06-18,0.07828282828282827
2013-06-19,-0.1
2013-06-20,0.0
2013-06-21,0.0
2013-06-24,0.0
2013-06-25,0.07678571428571428
2013-06-28,-0.2
2013-06-29,0.04545454545454545
2013-06-30,0.375
2013-07-02,0.21875
2013-07-06,0.5
2013-07-09,0.0
2013-07-10,0.24318181818181817
2013-07-15,0.10561507936507937
2013-07-23,0.0
2013-07-24,1.0
2013-07-28,0.3125
2013-08-01,0.2
2013-08-07,0.0
2013-08-12,0.259375
2013-08-14,0.06944444444444443
2013-08-16,0.0
2013-08-20,1.0
2013-08-23,0.44266666666666665
2013-08-24,1.0
2013-09-04,-0.16666666666666666
2013-09-05,0.0
2013-09-06,0.0
2013-09-07,-0.14666666666666664
2013-09-10,-0.03947811447811448
2013-09-13,0.25
2013-09-15,0.5666666666666667
2013-09-18,0.15
2013-09-19,0.18095238095238098
2013-09-20,0.234375
2013-09-25,0.14999999999999997
2013-09-26,0.0
2013-09-27,0.0
2013-09-29,0.13583333333333333
2013-10-04,0.0
2013-10-12,0.0
2013-10-26,0.0
2013-10-30,0.0
2013-11-02,0.2102272727272727
2013-11-10,0.0
2013-11-12,-0.0625
2013-11-14,0.35
2013-11-19,0.19999999999999998
2013-11-21,0.0
2013-11-23,0.16136363636363638
2013-11-24,0.31666666666666665
2013-11-26,0.11666666666666665
2013-11-28,0.12287555037555037
2013-11-29,-0.25
2013-11-30,0.25
2013-12-02,0.09875000000000002
2013-12-03,0.2131542699724518
2013-12-04,0.02403846153846154
2013-12-05,0.3833333333333333
2013-12-10,-0.0625
2013-12-19,0.0
2013-12-21,0.2625
2013-12-22,0.19999999999999998
2013-12-25,0.0
2013-12-26,0.55
2014-01-06,0.25625
2014-01-07,-0.1
2014-01-23,0.0
2014-01-26,0.056818181818181816
2014-01-30,0.0
2014-02-02,-0.225
2014-02-07,0.31212121212121213
2014-02-09,0.47500000000000003
2014-02-11,0.0
2014-02-14,0.4
2014-02-24,0.0
2014-02-25,0.0
2014-03-05,0.0
2014-03-07,0.225
2014-03-10,0.0
2014-03-11,0.22727272727272727
2014-03-14,0.18387626262626264
2014-03-17,0.0
2014-03-19,0.0
2014-03-25,0.0
2014-03-31,0.016666666666666666
2014-04-01,0.0
2014-04-05,0.2142857142857143
2014-04-07,-0.17333333333333337
2014-04-08,0.03454545454545454
2014-04-17,0.25
2014-04-18,0.13615384615384613
2014-04-19,0.1125
2014-04-24,0.2681818181818182
2014-04-26,0.05000000000000002
2014-04-29,0.1292207792207792
2014-05-02,0.0
2014-05-08,-0.2
2014-05-10,0.4625
2014-05-14,0.4
2014-05-22,0.8
2014-05-23,0.10472823472823474
2014-05-24,0.2733333333333334
2014-05-25,0.2333333333333333
2014-05-29,0.25000000000000006
2014-05-31,0.0
2014-06-04,0.25
2014-06-11,0.08333333333333334
2014-06-12,0.024999999999999994
2014-06-17,0.16704545454545455
2014-06-19,0.5
2014-07-01,0.5
2014-07-10,0.006060606060606058
2014-07-14,0.4904017857142857
2014-07-19,0.0
2014-07-23,-0.04375000000000001
2014-07-26,0.0
2014-08-03,0.3049305555555556
2014-08-05,-0.04624999999999999
2014-08-15,0.0
2014-08-19,0.0
2014-08-23,0.15396825396825398
2014-08-25,0.0
2014-09-01,0.2
2014-09-07,0.021428571428571432
2014-09-08,0.625
2014-09-09,0.0
2014-09-10,0.2857142857142857
2014-09-11,0.0
2014-09-16,0.22500000000000003
2014-09-20,0.3
2014-09-29,0.0
2014-10-02,0.20546875
2014-10-09,-0.20833333333333331
2014-10-11,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-18,0.0
2014-10-26,0.0
2014-10-28,-0.155
2014-10-31,0.0
2014-11-04,0.0
2014-11-07,0.0
2014-11-11,0.17261904761904762
2014-11-18,0.25
2014-11-19,-0.012500000000000025
2014-11-21,0.0
2014-11-22,-0.041269841269841276
2014-11-23,-0.0036111111111111114
2014-11-24,0.4
2014-12-08,0.9
2014-12-19,0.04571428571428572
2014-12-20,0.09722222222222222
2014-12-25,0.0
2014-12-26,0.08888888888888889
2014-12-30,0.0
2014-12-31,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-10,0.1799348072562358
2015-01-11,-0.033333333333333326
2015-01-12,0.0
2015-01-15,0.012500000000000004
2015-01-16,-0.026302083333333344
2015-01-17,0.0
2015-01-20,0.0
2015-01-23,0.4083333333333333
2015-01-26,-0.134375
2015-01-28,0.01666666666666668
2015-01-29,-0.01587301587301587
2015-01-30,-0.1
2015-02-08,0.0855324074074074
2015-02-10,-0.018
2015-02-11,0.21913461538461537
2015-02-12,0.0
2015-02-24,0.5
2015-02-26,0.165
2015-03-02,0.0
2015-03-07,0.175
2015-03-08,0.13333333333333333
2015-03-11,-0.1
2015-03-12,0.013333333333333341
2015-03-13,0.2119047619047619
2015-03-14,-0.6
2015-03-15,0.06818181818181818
2015-03-16,-0.23125
2015-03-17,0.02777777777777778
2015-03-18,0.18522727272727274
2015-03-21,0.12031746031746034
2015-03-22,0.6000000000000001
2015-03-23,-0.075
2015-03-24,0.05857142857142861
2015-03-30,0.09943181818181818
2015-03-31,0.07878787878787878
2015-04-01,0.6000000000000001
2015-04-04,0.0
2015-04-06,0.25972222222222224
2015-04-09,0.16
2015-04-11,0.16909090909090907
2015-04-12,0.25
2015-04-13,0.005952380952380959
2015-04-14,0.21875
2015-04-15,0.061825396825396825
2015-04-18,-0.028333333333333335
2015-04-19,0.08333333333333333
2015-04-23,0.1590909090909091
2015-04-27,0.3999999999999999
2015-04-29,0.35
2015-04-30,0.5666666666666667
2015-05-01,0.22499999999999998
2015-05-02,0.0
2015-05-03,0.16666666666666666
2015-05-04,0.325
2015-05-05,-0.15555555555555556
2015-05-06,0.12222222222222223
2015-05-12,0.14791666666666667
2015-05-19,0.175
2015-05-22,0.22777777777777777
2015-05-27,0.0
2015-06-01,0.275
2015-06-12,0.26666666666666666
2015-06-15,0.028124999999999997
2015-06-19,0.75
2015-06-23,0.325
2015-06-27,0.23452380952380952
2015-06-28,0.3096560846560847
2015-06-29,-0.016666666666666666
2015-07-06,0.0
2015-07-17,0.0
2015-07-18,0.0
2015-07-27,0.0
2015-07-28,0.008333333333333331
2015-07-30,0.3
2015-07-31,0.017142857142857144
2015-08-06,0.0
2015-08-08,0.0
2015-08-16,1.0
2015-08-17,0.0
2015-08-22,0.17700000000000002
2015-09-02,0.1595
2015-09-12,0.024999999999999994
2015-09-13,0.2340909090909091
2015-09-14,0.16979166666666667
2015-09-23,0.2583333333333333
2015-09-25,0.55
2015-09-27,0.2
2015-09-29,0.08409090909090909
2015-09-30,0.16666666666666666
2015-10-02,0.12301587301587302
2015-10-03,0.3333333333333333
2015-10-09,0.13299999999999998
2015-10-10,0.0
2015-10-11,0.080011655011655
2015-10-14,0.0
2015-10-15,0.375
2015-10-17,0.4666666666666666
2015-10-19,0.09999999999999999
2015-10-21,0.16575757575757574
2015-10-22,0.2333333333333333
2015-10-23,0.10348484848484849
2015-10-25,0.12629251700680272
2015-10-26,0.159375
2015-10-27,0.2
2015-10-29,-0.05
2015-10-30,0.55
2015-11-01,0.0
2015-11-02,0.0
2015-11-04,0.0
2015-11-08,0.0
2015-11-20,0.24138888888888888
2015-11-24,0.11321428571428571
2015-12-02,0.0
2015-12-03,0.7
2015-12-04,0.75
2015-12-06,1.0
2015-12-09,0.1
2015-12-10,0.125
2015-12-11,0.0
2015-12-17,0.0
2015-12-18,0.05944444444444444
2015-12-19,0.2208333333333333
2015-12-20,0.475
2015-12-21,0.0
2015-12-22,0.1581542699724518
2016-01-01,0.1
2016-01-02,0.2
2016-01-10,0.0625
2016-01-11,0.050000000000000044
2016-01-12,0.08
2016-01-16,0.45
2016-01-17,0.08455128205128205
2016-01-18,0.1
2016-01-19,0.4
2016-01-20,0.0
2016-01-23,0.5
2016-02-03,-0.016666666666666677
2016-02-05,-0.4
2016-02-10,0.25
2016-02-11,0.2206349206349206
2016-02-16,0.25
2016-02-17,0.0
2016-02-18,0.2963541666666667
2016-02-19,0.19166666666666665
2016-02-20,0.0
2016-02-21,0.33841269841269844
2016-02-23,0.0
2016-02-24,0.049999999999999996
2016-02-27,0.2028472222222222
2016-02-28,0.10583333333333333
2016-02-29,-0.0625
2016-03-01,0.19119047619047622
2016-03-02,0.05000000000000001
2016-03-04,0.0
2016-03-05,0.36291666666666667
2016-03-06,0.254375
2016-03-09,0.02499999999999998
2016-03-18,0.25
2016-03-19,0.1
2016-03-20,0.0
2016-03-29,0.0
2016-03-30,-0.0012500000000000011
2016-03-31,0.11513347763347764
2016-04-01,0.20770833333333333
2016-04-02,0.05671875
2016-04-03,0.10724267399267398
2016-04-04,0.2141025641025641
2016-04-05,0.16666666666666666
2016-04-06,0.09795918367346938
2016-04-07,0.07777777777777778
2016-04-08,0.17500000000000002
2016-04-09,0.046666666666666676
2016-04-10,0.2375
2016-04-11,0.6388888888888888
2016-04-14,0.8
2016-04-17,0.24
2016-04-18,0.25
2016-04-20,0.25476190476190474
2016-04-24,0.3333333333333333
2016-04-27,0.050555555555555555
2016-04-29,0.012499999999999997
2016-04-30,0.06546052631578947
2016-05-01,0.10524691358024692
2016-05-02,0.2875
2016-05-05,0.05
2016-05-06,0.2
2016-05-07,0.22827380952380952
2016-05-10,0.0
2016-05-12,0.17142857142857143
2016-05-14,0.4171875
2016-05-15,0.12349999999999998
2016-05-16,0.07214285714285715
2016-05-17,0.05
2016-05-18,-0.034821428571428586
2016-05-19,0.8
2016-05-22,0.2
2016-05-25,0.325
2016-05-26,0.09999999999999999
2016-05-27,0.3527777777777778
2016-05-28,0.06805555555555556
2016-05-29,0.7
2016-05-30,-0.5
2016-06-01,0.7
2016-06-02,0.18333333333333335
2016-06-03,0.19725378787878786
2016-06-04,0.06774691358024693
2016-06-05,0.36125
2016-06-06,0.0
2016-06-07,0.125
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.2214285714285714
2016-06-11,0.19999999999999998
2016-06-12,0.11736111111111112
2016-06-15,0.2112121212121212
2016-06-17,0.15433333333333335
2016-06-19,-0.008571428571428572
2016-06-20,0.65
2016-06-22,0.0
2016-06-27,0.3458333333333334
2016-06-28,0.475
2016-06-29,0.15
2016-06-30,-0.5166666666666667
2016-07-05,-0.155
2016-07-06,0.08796296296296297
2016-07-08,0.3305555555555555
2016-07-09,0.08506944444444446
2016-07-10,0.09563492063492064
2016-07-12,0.21875
2016-07-13,0.2857142857142857
2016-07-14,0.1375
2016-07-15,0.10588235294117647
2016-07-16,0.2681122448979592
2016-07-17,0.26818027210884354
2016-07-18,0.16527777777777775
2016-07-19,0.03333333333333333
2016-07-20,0.0370720188902007
2016-07-21,0.135
2016-07-22,0.0
2016-07-23,0.016666666666666666
2016-07-25,0.0
2016-07-26,-0.0375
2016-07-27,0.6166666666666667
2016-07-28,0.7
2016-07-29,0.10575757575757576
2016-07-30,0.2833333333333333
2016-07-31,0.0
2016-08-01,0.0
2016-08-07,0.0
2016-08-09,0.18353174603174602
2016-08-10,0.0
2016-08-11,0.27499999999999997
2016-08-14,0.0
2016-08-15,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-28,0.10000000000000002
2016-08-30,0.115
2016-08-31,0.2017857142857143
2016-09-01,0.09583333333333333
2016-09-09,0.0582175925925926
2016-09-10,-0.5
2016-09-13,0.15324675324675324
2016-09-16,0.14375
2016-09-17,0.31501924001924003
2016-09-18,0.0
2016-09-19,0.25
2016-09-21,0.16565825667388168
2016-09-22,0.12727272727272726
2016-09-23,0.7
2016-09-26,0.06180555555555556
2016-09-27,0.1914141414141414
2016-09-28,0.08973922902494331
2016-10-01,0.0
2016-10-02,0.4178571428571428
2016-10-04,0.175
2016-10-05,0.13333333333333333
2016-10-06,0.2493827160493827
2016-10-07,0.04555555555555556
2016-10-09,0.17500000000000002
2016-10-10,0.2066666666666667
2016-10-13,-0.5
2016-10-16,0.13333333333333333
2016-10-18,0.25
2016-10-19,-0.02550505050505051
2016-10-20,0.054826038159371496
2016-10-22,0.0
2016-10-23,0.016666666666666673
2016-10-24,0.8
2016-10-26,0.16666666666666666
2016-10-27,0.013510101010101007
2016-10-29,0.10488215488215487
2016-11-02,0.0
2016-11-03,0.2847222222222222
2016-11-04,0.14513299851190475
2016-11-05,0.19338624338624338
2016-11-06,0.0
2016-11-07,0.5
2016-11-15,0.625
2016-11-16,0.017205788039121376
2016-11-17,0.24285714285714285
2016-11-18,0.0
2016-11-19,0.14699074074074076
2016-11-22,0.05277777777777778
2016-11-23,-0.15
2016-11-27,0.0
2016-12-01,0.0
2016-12-07,-0.21666666666666667
2016-12-08,0.0
2016-12-09,0.0
2016-12-11,0.3892857142857143
2016-12-17,-0.4375
2016-12-18,0.05
2016-12-21,0.0
2016-12-22,-0.03333333333333333
2016-12-23,0.13400974025974025
2016-12-24,0.042636684303350963
2016-12-30,-0.03333333333333333
2016-12-31,-0.08
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.2
2017-01-08,0.2313131313131313
2017-01-10,0.2
2017-01-11,0.10166666666666668
2017-01-12,0.15898736037624928
2017-01-14,0.35
2017-01-15,0.0
2017-01-16,0.41111111111111115
2017-01-18,0.0
2017-01-19,0.06977272727272726
2017-01-21,0.018055555555555554
2017-01-22,-0.04158549783549784
2017-01-23,-0.0625
2017-01-24,0.255952380952381
2017-01-25,0.06904761904761905
2017-01-27,0.16542508417508417
2017-01-28,-0.03833333333333333
2017-01-29,0.2120748299319728
2017-01-30,0.20476190476190476
2017-01-31,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.1611468253968254
2017-02-05,0.15003146216260968
2017-02-07,0.014285714285714289
2017-02-08,0.01
2017-02-09,0.0
2017-02-10,-0.009999999999999998
2017-02-11,0.3
2017-02-15,0.6025
2017-02-16,0.4550099206349206
2017-02-17,0.11083333333333334
2017-02-18,0.10428949357520786
2017-02-19,0.0
2017-02-23,1.0
2017-02-24,0.2832312925170068
2017-02-25,0.2
2017-02-27,0.325
2017-02-28,0.15625
2017-03-02,0.75
2017-03-06,0.05
2017-03-10,0.028888888888888898
2017-03-11,0.4119047619047619
2017-03-12,0.2852674963924964
2017-03-13,0.5
2017-03-14,-0.18000000000000002
2017-03-16,0.4
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.06195220344029868
2017-03-28,-0.004545454545454548
2017-03-29,-0.1
2017-03-30,0.3333333333333333
2017-03-31,0.15383470695970697
2017-04-01,-0.1190625
2017-04-02,0.13125
2017-04-03,-0.05
2017-04-05,0.0
2017-04-07,0.016666666666666666
2017-04-12,0.21250000000000002
2017-04-13,0.07500000000000001
2017-04-17,0.15
2017-04-18,-0.25
2017-04-23,0.08125
2017-04-24,0.18125000000000002
2017-04-27,0.16666666666666666
2017-04-28,-0.175
2017-05-01,-0.08703703703703704
2017-05-04,0.85
2017-05-05,0.13333333333333333
2017-05-07,0.39999999999999997
2017-05-09,0.44999999999999996
2017-05-10,0.19690476190476192
2017-05-11,-0.010000000000000009
2017-05-12,-0.06477272727272727
2017-05-13,0.0
2017-05-14,-0.00625
2017-05-16,0.0
2017-05-17,-0.027314814814814816
2017-05-19,0.05625000000000001
2017-05-21,0.0
2017-05-22,0.14441196527486852
2017-05-23,0.2125
2017-05-24,0.14534030784030783
2017-05-25,0.04
2017-05-26,0.0
2017-05-27,0.15625
2017-05-29,0.05
2017-05-31,0.21395833333333333
2017-06-01,0.1654761904761905
2017-06-02,0.6
2017-06-03,0.125
2017-06-04,0.35733333333333334
2017-06-05,0.19985897435897437
2017-06-06,0.026495726495726495
2017-06-07,0.17462121212121212
2017-06-08,0.13701790633608815
2017-06-09,0.10255699855699855
2017-06-10,0.09444444444444444
2017-06-11,0.05757575757575758
2017-06-13,0.15479591836734694
2017-06-14,0.0
2017-06-16,0.19166666666666665
2017-06-17,0.065625
2017-06-18,-0.005634920634920631
2017-06-19,0.0
2017-06-20,0.085
2017-06-21,0.11517857142857142
2017-06-22,0.05462962962962962
2017-06-23,0.10100308641975309
2017-06-24,0.0
2017-06-25,0.08990296740296741
2017-06-26,0.235
2017-06-28,-0.075
2017-06-29,0.10943204365079365
2017-06-30,0.09047619047619049
2017-07-02,0.3670634920634921
2017-07-03,0.14492424242424243
2017-07-04,0.1669642857142857
2017-07-05,0.35
2017-07-06,0.1625
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.09520833333333334
2017-07-11,0.2512231040564374
2017-07-12,0.135
2017-07-13,0.10238095238095238
2017-07-14,0.09057409147869673
2017-07-15,0.19166666666666665
2017-07-17,-0.08704166666666667
2017-07-19,0.25
2017-07-20,0.015019841269841275
2017-07-21,0.2
2017-07-22,0.0
2017-07-25,0.03183421516754851
2017-07-26,-0.6
2017-07-27,0.0
2017-07-28,-0.0020952380952380984
2017-07-29,0.21979166666666666
2017-07-30,0.1027777777777778
2017-07-31,0.19666666666666668
2017-08-01,0.5
2017-08-02,0.325
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.025655691964285715
2017-08-06,-0.025
2017-08-10,0.015625
2017-08-11,0.2039351851851852
2017-08-12,0.30727272727272725
2017-08-13,0.024999999999999994
2017-08-14,0.03547278911564625
2017-08-18,-0.019999999999999997
2017-08-19,0.07818181818181817
2017-08-20,0.0688095238095238
2017-08-21,0.28125
2017-08-22,0.2
2017-08-23,0.10698051948051947
2017-08-25,0.029894179894179893
2017-08-26,-0.14375
2017-08-27,0.08084415584415584
2017-08-28,-0.011496527777777779
2017-08-29,0.14642857142857144
2017-08-30,0.010714285714285713
2017-08-31,0.07187499999999998
2017-09-04,0.05804232804232804
2017-09-08,0.0
2017-09-12,0.125
2017-09-13,0.033333333333333326
2017-09-14,0.12944444444444445
2017-09-15,0.5
2017-09-16,-0.004166666666666666
2017-09-19,0.2875
2017-09-20,0.325
2017-09-24,0.25
2017-09-25,0.17250000000000001
2017-09-26,0.3333333333333333
2017-09-27,0.05367965367965369
2017-09-28,0.24285714285714288
2017-09-29,0.052976190476190475
2017-10-02,0.21428571428571427
2017-10-04,0.0
2017-10-05,0.3220454545454545
2017-10-06,0.04956837907576824
2017-10-07,0.25
2017-10-08,-0.01003401360544218
2017-10-09,0.0
2017-10-11,-0.19599999999999998
2017-10-12,0.16041666666666668
2017-10-14,-0.041666666666666664
2017-10-15,1.0
2017-10-16,0.30000000000000004
2017-10-18,-0.16666666666666666
2017-10-19,-0.057692307692307696
2017-10-20,0.18125000000000002
2017-10-21,0.3125
2017-10-24,0.075
2017-10-26,-0.318452380952381
2017-10-28,-0.4583333333333333
2017-11-07,-0.16666666666666666
2017-11-08,0.0
2017-11-09,-0.13333333333333333
2017-11-10,0.5
2017-11-12,0.045075757575757575
2017-11-13,0.01785714285714285
2017-11-15,-0.03898809523809524
2017-11-17,-0.05
2017-11-19,0.18174603174603177
2017-11-20,0.7
2017-11-21,0.016666666666666663
2017-11-23,-0.18229166666666669
2017-11-24,0.0
2017-11-25,0.5
2017-11-26,0.14027777777777775
2017-11-27,0.05
2017-11-28,-0.0010416666666666686
2017-11-30,-0.07202380952380952
2017-12-02,0.0930357142857143
2017-12-03,-0.17651098901098902
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,-0.26875
2017-12-12,0.0
2017-12-13,-0.32257575757575757
2017-12-14,0.014583333333333337
2017-12-15,-0.4445833333333334
2017-12-16,0.0
2017-12-17,-0.0013888888888888978
2017-12-19,0.25
2017-12-20,0.005357142857142854
2017-12-21,0.06471850198412699
2017-12-23,-0.08190836940836942
2017-12-24,0.17857142857142858
2017-12-25,-0.024999999999999994
2017-12-26,0.1835159632034632
2017-12-27,0.2
2018-01-03,0.2541666666666667
2018-01-05,-0.1
2018-01-07,0.47954545454545455
2018-01-08,-0.05
2018-01-09,0.19999999999999998
2018-01-12,0.16249999999999998
2018-01-13,0.44375
2018-01-15,0.14464285714285716
2018-01-18,0.0
2018-01-24,0.24999999999999997
2018-01-27,0.12083333333333333
2018-01-28,0.1113888888888889
2018-01-29,0.13784722222222223
2018-01-30,0.0
2018-01-31,0.10276190476190476
2018-02-01,-0.049999999999999996
2018-02-02,0.01666666666666667
2018-02-03,0.0
2018-02-04,-0.105
2018-02-05,-0.044444444444444446
2018-02-06,0.01713286713286713
2018-02-07,0.22999999999999998
2018-02-11,0.13333333333333333
2018-02-12,0.07279761904761906
2018-02-16,-0.13333333333333333
2018-02-17,0.06818181818181818
2018-02-18,0.5
2018-02-20,-0.1875
2018-02-21,-0.07533333333333334
2018-02-22,0.08457773707773707
2018-02-24,0.17857142857142858
2018-02-25,-0.125
2018-02-27,0.07244949494949494
2018-02-28,0.0
2018-03-03,-0.26666666666666666
2018-03-04,0.31833333333333336
2018-03-05,0.0
2018-03-06,0.13541666666666666
2018-03-07,0.10250000000000001
2018-03-08,0.12046875000000001
2018-03-09,0.010595238095238095
2018-03-10,-0.125
2018-03-11,-0.22013888888888888
2018-03-12,1.0
2018-03-14,0.13939393939393938
2018-03-15,-0.041666666666666664
2018-03-18,0.25
2018-03-19,0.0
2018-03-20,-0.010606060606060619
2018-03-21,-0.16666666666666666
2018-03-22,0.12486225895316805
2018-03-23,0.006109848484848482
2018-03-24,-0.09614197530864198
2018-03-25,0.0
2018-03-26,0.0013291396103896121
2018-03-27,0.016666666666666666
2018-03-28,0.15625
