,Date,Open,High,Low,Close,Volume,Sentiment,Stock_Return,Sentiment_lag_1
862,2013-11-29,8.65133285522461,8.706000328063965,8.465332984924316,8.485333442687988,145743000,-0.25,0.056265640655494886,0.11666666666666665
886,2014-01-06,10.0,10.026666641235352,9.682666778564451,9.800000190734863,80416500,0.25625,-0.054662372617784505,0.55
1162,2015-02-10,14.50333309173584,14.699999809265137,14.333333015441896,14.419333457946776,80857500,-0.018,0.062328146276970475,-0.1
1163,2015-02-11,14.147333145141602,14.315999984741213,13.8186674118042,14.186667442321776,146536500,0.21913461538461537,-0.016135698387415576,-0.018
1322,2015-09-29,16.69733238220215,16.98200035095215,16.36400032043457,16.44333267211914,55548000,0.08409090909090909,-0.03993616681264478,0.55
1325,2015-10-02,15.706666946411133,16.51333236694336,15.661999702453612,16.504667282104492,66360000,0.12301587301587302,-0.003341315556904978,0.16666666666666666
1330,2015-10-09,14.728667259216309,14.958000183105469,14.557332992553713,14.71266746520996,92376000,0.13299999999999998,-0.10857533728277846,0.12301587301587302
1340,2015-10-23,14.333333015441896,14.356666564941406,13.845999717712402,13.939332962036133,63532500,0.10348484848484849,-0.01242211222596079,0.2333333333333333
1342,2015-10-27,14.322667121887209,14.473333358764648,13.833999633789062,14.023332595825195,52791000,0.2,-0.022809699646425985,0.159375
1345,2015-10-30,14.026666641235352,14.108667373657228,13.592666625976562,13.795332908630373,66583500,0.55,-0.022208650663342766,-0.05
1362,2015-11-24,14.357999801635742,14.733332633972168,14.333333015441896,14.550000190734863,37204500,0.11321428571428571,-0.00799957710799204,0.24138888888888888
1369,2015-12-04,15.497332572937012,15.5513334274292,15.177332878112791,15.358667373657228,38604000,0.75,-0.010012412396462889,0.7
1373,2015-12-10,14.980667114257812,15.232666969299316,14.90933322906494,15.137999534606934,31075500,0.125,0.011357503870956798,0.1
1378,2015-12-17,15.595999717712402,15.850666999816896,15.320667266845703,15.559332847595217,49479000,0.0,0.07543077167067946,0.0
1393,2016-01-11,14.267333030700684,14.296667098999023,13.533332824707031,13.856666564941406,61371000,0.050000000000000044,-0.0961078516697389,0.1581542699724518
1394,2016-01-12,14.106666564941406,14.249333381652832,13.687333106994627,13.998000144958496,46378500,0.08,0.01019968109607805,0.050000000000000044
1398,2016-01-19,13.913999557495115,14.031332969665527,13.385333061218262,13.64799976348877,60580500,0.4,-0.025003598931650384,0.08
1411,2016-02-05,11.420000076293944,11.533332824707031,10.515999794006348,10.84000015258789,141564000,-0.4,-0.06271615273224984,-0.016666666666666677
1415,2016-02-11,10.133333206176758,10.883999824523926,9.800000190734863,10.031332969665527,213786000,0.2206349206349206,0.04733064290572564,0.25
1417,2016-02-16,10.579999923706056,10.863332748413086,10.27400016784668,10.344667434692385,83907000,0.25,0.031235576166634305,0.2206349206349206
1419,2016-02-18,11.494667053222656,11.529999732971191,10.98466682434082,11.118000030517578,58314000,0.2963541666666667,-0.011323158733693717,0.0
1426,2016-02-29,12.826666831970217,13.09000015258789,12.614666938781738,12.795332908630373,67485000,-0.0625,0.07223459556923473,0.049999999999999996
1427,2016-03-01,12.949999809265137,13.063332557678224,12.18000030517578,12.423333168029783,100683000,0.19119047619047622,-0.02907308025957478,-0.0625
1433,2016-03-09,13.63466739654541,13.958000183105469,13.519332885742188,13.914667129516602,48129000,0.02499999999999998,0.03820135814622683,0.0
1448,2016-03-31,15.28933334350586,15.82800006866455,15.000666618347168,15.317999839782717,120193500,0.11513347763347764,0.012693337980441255,-0.0012500000000000011
1449,2016-04-01,16.32200050354004,16.52666664123535,15.550000190734863,15.839332580566406,239962500,0.20770833333333333,0.03403399570678434,0.11513347763347764
1450,2016-04-04,16.607999801635742,16.808000564575195,16.242666244506836,16.465999603271484,202129500,0.2141025641025641,0.039563979070301736,0.20770833333333333
1454,2016-04-08,17.366666793823242,17.38800048828125,16.534666061401367,16.67133331298828,110458500,0.17500000000000002,-0.02772166475041915,0.07777777777777778
1455,2016-04-11,16.733333587646484,17.266000747680664,16.35333251953125,16.661333084106445,137425500,0.6388888888888888,-0.0005998457768249255,0.17500000000000002
1469,2016-04-29,16.542667388916016,16.562000274658203,15.854000091552734,16.05066680908203,81207000,0.012499999999999997,-0.042589613032074314,0.050555555555555555
1473,2016-05-05,15.230667114257812,15.242667198181152,13.986000061035156,14.10200023651123,168822000,0.05,-0.12518613509068133,0.2875
1478,2016-05-12,14.095999717712402,14.111332893371582,13.577333450317385,13.8186674118042,54757500,0.17142857142857143,-0.006756422820759611,0.0
1480,2016-05-16,13.876667022705078,14.210000038146973,13.861332893371582,13.88599967956543,44241000,0.07214285714285715,0.004872558674052341,0.17142857142857143
1488,2016-05-26,14.699999809265137,15.017333030700684,14.603333473205566,15.008000373840332,61086000,0.09999999999999999,0.02522997924071091,0.325
1495,2016-06-07,14.815999984741213,15.629332542419434,14.767999649047852,15.489333152770996,93204000,0.125,0.05283668197567204,0.0
1497,2016-06-09,15.665332794189451,15.68866729736328,15.137332916259766,15.290666580200195,67381500,0.0,-0.026154878987485475,0.0
1503,2016-06-17,14.52066707611084,14.666000366210938,14.300000190734863,14.364666938781738,46689000,0.15433333333333335,-0.010243434678423702,0.2112121212121212
1511,2016-06-29,13.675333023071287,14.118666648864746,13.533332824707031,14.012666702270508,89923500,0.15,0.041627392999816326,0.475
1512,2016-06-30,14.197999954223633,14.233332633972168,13.934666633605955,14.152000427246094,72646500,-0.5166666666666667,0.009943412480724279,0.15
1514,2016-07-05,13.982000350952148,14.302666664123535,13.866666793823242,14.26533317565918,77629500,-0.155,0.008008249363453457,-0.5166666666666667
1517,2016-07-08,14.520000457763672,14.654000282287598,14.300000190734863,14.45199966430664,61122000,0.3305555555555555,0.01091215322403416,0.08796296296296297
1519,2016-07-12,14.9399995803833,15.166666984558104,14.881333351135254,14.976667404174805,68569500,0.21875,0.03630416219590571,0.3305555555555555
1520,2016-07-13,15.033332824707031,15.03933334350586,14.685999870300291,14.835332870483398,53506500,0.2857142857142857,-0.009436981531152133,0.21875
1523,2016-07-18,14.642666816711426,15.13933277130127,14.553333282470703,15.083333015441896,51181500,0.16527777777777775,0.026542674288099866,0.10588235294117647
1525,2016-07-20,15.097999572753906,15.31999969482422,15.0,15.223999977111816,38527500,0.0370720188902007,0.013761894071912417,0.03333333333333333
1527,2016-07-22,14.79933261871338,14.966667175292969,14.592000007629396,14.817999839782717,38695500,0.0,0.008027213064534022,0.135
1528,2016-07-25,14.817999839782717,15.425999641418455,14.758000373840332,15.333999633789062,67360500,0.0,0.03482249963460071,0.0
1539,2016-08-09,15.121333122253418,15.435999870300291,15.109999656677246,15.272000312805176,33117000,0.18353174603174602,-0.004043258279938233,0.0
1543,2016-08-15,15.067999839782717,15.300000190734863,14.995332717895508,15.03933334350586,30514500,0.0,0.0030234031823106466,0.27499999999999997
1549,2016-08-23,14.954667091369627,15.232666969299316,14.853333473205566,14.989333152770996,71766000,0.0,0.00856766810594789,0.0
1556,2016-09-01,13.934000015258787,14.07333278656006,13.366666793823242,13.38466739654541,119146500,0.09583333333333333,-0.05301630375559707,0.2017857142857143
1561,2016-09-09,13.272666931152344,13.32800006866455,12.91333293914795,12.964667320251465,56355000,0.0582175925925926,-0.0313791941070084,0.09583333333333333
1567,2016-09-19,13.800000190734863,13.961999893188477,13.666666984558104,13.755999565124512,34492500,0.25,0.00457645297210707,0.14375
1570,2016-09-22,13.760000228881836,13.8186674118042,13.533332824707031,13.76200008392334,35743500,0.12727272727272726,0.005896172409194822,0.16565825667388168
1572,2016-09-26,13.766667366027832,14.06666660308838,13.766667366027832,13.932666778564451,35916000,0.06180555555555556,0.007423489184726018,0.7
1574,2016-09-28,13.833999633789062,13.883333206176758,13.684000015258787,13.751333236694336,31326000,0.08973922902494331,0.002235048163077513,0.1914141414141414
1579,2016-10-05,14.149333000183104,14.210000038146973,13.874667167663574,13.897333145141602,28162500,0.13333333333333333,-0.013953932130380098,0.175
1595,2016-10-27,14.089332580566406,14.24666690826416,13.44333267211914,13.600666999816896,196405500,0.013510101010101007,0.008751979915121444,0.16666666666666666
1599,2016-11-02,12.670000076293944,12.846667289733888,12.500666618347168,12.534667015075684,63801000,0.0,-0.07837850781550382,0.013510101010101007
1601,2016-11-04,12.600000381469728,12.897333145141602,12.397333145141602,12.70400047302246,77190000,0.14513299851190475,0.016753821362995858,0.2847222222222222
1602,2016-11-07,12.906000137329102,12.952667236328123,12.670000076293944,12.880666732788086,58051500,0.5,0.013906348645120525,0.14513299851190475
1614,2016-11-23,12.707332611083984,13.042667388916016,12.600000381469728,12.87600040435791,73378500,-0.15,0.010304965252273535,0.05277777777777778
1619,2016-12-01,12.550000190734863,12.5686674118042,12.06666660308838,12.125332832336426,76896000,0.0,-0.05829974747184841,-0.15
1623,2016-12-07,12.40999984741211,12.893333435058594,12.333333015441896,12.876667022705078,81928500,-0.21666666666666667,0.06196400550465375,0.0
1625,2016-12-09,12.724666595458984,12.922666549682615,12.720666885375977,12.812000274658203,40837500,0.0,-0.0005720111783587001,0.0
1642,2017-01-05,15.094667434692385,15.165332794189451,14.796667098999023,15.116666793823242,88675500,0.0,0.061116558064545856,-0.03333333333333333
1643,2017-01-06,15.128666877746582,15.354000091552734,15.029999732971191,15.267333030700684,82918500,0.0,0.009966895409707854,0.0
1662,2017-02-03,16.79400062561035,16.812000274658203,16.64533233642578,16.755332946777344,32800500,0.0,-0.0008746279419173941,0.0
1667,2017-02-10,17.986000061035156,18.06333351135254,17.74066734313965,17.948667526245117,54295500,-0.009999999999999998,0.00011148636943625334,0.0
1670,2017-02-15,18.666667938232425,18.81599998474121,18.429332733154297,18.65066719055176,74218500,0.6025,0.039111519742630385,-0.009999999999999998
1678,2017-02-28,16.279333114624023,16.733333587646484,16.260000228881836,16.666000366210938,91171500,0.15625,0.015270331412970961,0.325
1695,2017-03-23,17.025999069213867,17.17799949645996,16.886667251586914,16.985332489013672,49803000,0.0,-0.00090202828464514,0.0
1696,2017-03-24,17.046667098999023,17.592666625976562,17.000667572021484,17.54400062561035,84709500,0.06195220344029868,0.03289120992821504,0.0
1701,2017-03-31,18.582000732421875,18.64533233642578,18.42133331298828,18.553333282470703,49419000,0.15383470695970697,0.0013673037946848599,0.3333333333333333
1706,2017-04-07,19.833332061767575,20.179332733154297,19.809999465942383,20.16933250427246,68694000,0.016666666666666666,0.02555921356982105,0.0
1711,2017-04-17,20.18000030517578,20.26666641235352,19.91200065612793,20.09600067138672,62080500,0.15,-0.00842100706126847,0.07500000000000001
1725,2017-05-05,19.86666679382324,20.56999969482422,19.786666870117188,20.55666732788086,122659500,0.13333333333333333,0.04362697085089429,0.85
1727,2017-05-09,20.625333786010746,21.465999603271484,20.606666564941406,21.417333602905277,145147500,0.44999999999999996,0.04186798673621106,0.13333333333333333
1728,2017-05-10,21.437332153320312,21.700000762939453,21.20800018310547,21.68133354187012,86124000,0.19690476190476192,0.012326461540900224,0.44999999999999996
1730,2017-05-12,21.69866752624512,21.799999237060547,21.435333251953125,21.65399932861328,61824000,-0.06477272727272727,0.005292405210798323,-0.010000000000000009
1735,2017-05-19,21.03333282470703,21.100000381469727,20.68000030517578,20.722000122070312,70314000,0.05625000000000001,0.015419297674992283,-0.027314814814814816
1744,2017-06-02,22.65133285522461,22.858667373657227,22.39533233642578,22.656667709350582,83853000,0.6,-0.001527722510787699,0.1654761904761905
1745,2017-06-05,22.56666755676269,23.22933387756348,22.28066635131836,23.15466690063477,101766000,0.19985897435897437,0.021980248714097428,0.6
1746,2017-06-06,22.979999542236328,23.965999603271484,22.6646671295166,23.523332595825195,166302000,0.026495726495726495,0.01592187427150238,0.19985897435897437
1749,2017-06-09,24.961332321166992,25.124666213989254,23.65333366394043,23.821332931518555,258921000,0.10255699855699855,-0.034270336343387164,0.13701790633608815
1752,2017-06-14,25.4060001373291,25.61666679382324,25.08733367919922,25.37733268737793,192276000,0.0,0.012528228772248573,0.15479591836734694
1758,2017-06-22,25.19933319091797,25.666667938232425,24.90466690063477,25.507333755493164,112947000,0.05462962962962962,0.016498465012477537,0.11517857142857142
1760,2017-06-26,25.779333114624023,25.796667098999023,24.87333297729492,25.166000366210938,99061500,0.235,-0.015543088109582714,0.10100308641975309
1765,2017-07-03,24.682666778564453,24.75666618347168,23.433332443237305,23.507999420166016,94581000,0.14492424242424243,-0.02486101754187464,0.09047619047619049
1770,2017-07-11,21.06666755676269,21.818666458129883,20.953332901000977,21.814666748046875,173391000,0.2512231040564374,0.044697068789510075,0.0
1772,2017-07-13,22.007333755493164,22.106666564941406,21.33133316040039,21.560667037963867,128917500,0.10238095238095238,-0.018542123378747166,0.135
1773,2017-07-14,21.54599952697754,21.89466667175293,21.4146671295166,21.851999282836918,84378000,0.09057409147869673,0.013512209263288222,0.10238095238095238
1778,2017-07-21,21.964000701904297,22.083999633789062,21.71999931335449,21.893333435058597,73524000,0.2,-0.004607190366594405,0.015019841269841275
1783,2017-07-28,22.459333419799805,22.63999938964844,22.167333602905277,22.33799934387207,73206000,-0.0020952380952380984,0.001823831604937487,0.0
1785,2017-08-01,21.53333282470703,21.6299991607666,21.07533264160156,21.30466651916504,124546500,0.5,-0.01205677008226358,0.19666666666666668
1786,2017-08-02,21.262666702270508,21.808000564575195,20.74799919128418,21.72599983215332,196372500,0.325,0.019776573954314758,0.5
1801,2017-08-23,22.59933280944824,23.56599998474121,22.553333282470703,23.51799964904785,74317500,0.10698051948051947,0.03345540420719151,0.2
1803,2017-08-25,23.61599922180176,23.71266746520996,23.15333366394043,23.203332901000977,52260000,0.029894179894179893,-0.013379826207269074,0.10698051948051947
1805,2017-08-29,22.631999969482425,23.270000457763672,22.583332061767575,23.15733337402344,61105500,0.14642857142857144,0.004918102123601553,-0.011496527777777779
1814,2017-09-12,24.29933357238769,24.583999633789062,24.02666664123535,24.183332443237305,89593500,0.125,0.05634823831304603,0.0
1823,2017-09-25,23.543333053588867,23.83133316040039,22.858667373657227,22.99933242797852,114088500,0.17250000000000001,-0.07734487036676263,0.325
1826,2017-09-28,22.658666610717773,22.850000381469727,22.36000061035156,22.63999938964844,79794000,0.24285714285714288,-0.00401795135245564,0.05367965367965369
1827,2017-09-29,22.790666580200195,22.978666305541992,22.57333374023437,22.739999771118164,76606500,0.052976190476190475,0.004416978099188729,0.24285714285714288
1831,2017-10-05,23.733333587646484,23.82933235168457,23.42333221435547,23.68866729736328,62575500,0.3220454545454545,0.0009013983077241772,0.0
1835,2017-10-11,23.59266662597656,23.84000015258789,23.40999984741211,23.63999938964844,67512000,-0.19599999999999998,0.034000071079241634,0.0
1840,2017-10-18,23.731332778930664,24.200000762939453,23.608667373657227,23.976667404174805,74086500,-0.16666666666666666,0.025812939364102228,0.30000000000000004
1841,2017-10-19,23.70400047302246,23.809999465942383,23.21333312988281,23.45400047302246,75927000,-0.057692307692307696,-0.021798981582458632,-0.16666666666666666
1846,2017-10-26,21.851999282836918,22.01533317565918,21.546667098999023,21.744667053222656,75352500,-0.318452380952381,-0.03311192788125272,0.075
1854,2017-11-07,20.06800079345703,20.433332443237305,20.00200080871582,20.40333366394043,79414500,-0.16666666666666666,-0.06168562553747792,-0.318452380952381
1858,2017-11-13,20.0086669921875,21.1200008392334,19.94066619873047,21.02666664123535,113773500,0.01785714285714285,0.040958453553772145,0.5
1860,2017-11-15,20.40066719055176,20.832666397094727,20.100000381469727,20.753332138061523,89680500,-0.03898809523809524,-0.012999421536354805,0.01785714285714285
1862,2017-11-17,21.711332321166992,21.777999877929688,20.87666702270508,21.003332138061523,206026500,-0.05,0.012046258323091141,-0.03898809523809524
1866,2017-11-24,20.91933250427246,21.0939998626709,20.733333587646484,21.036666870117188,48661500,0.0,-0.0071111021488146076,0.016666666666666663
1877,2017-12-11,20.97533226013184,21.93400001525879,20.916667938232425,21.92733383178711,119070000,-0.26875,0.04372799282987505,0.0
1881,2017-12-15,22.80266761779785,22.926666259765625,22.38400077819824,22.89666748046875,103998000,-0.4445833333333334,0.016455137466531822,0.014583333333333337
1883,2017-12-19,22.68400001525879,22.766000747680664,22.020000457763672,22.07333374023437,102375000,0.25,-0.035958671319164526,-0.4445833333333334
1884,2017-12-20,22.179332733154297,22.206666946411133,21.66933250427246,21.93199920654297,89307000,0.005357142857142854,-0.006402953688585011,0.25
1892,2018-01-03,21.399999618530277,21.683332443237305,21.036666870117188,21.149999618530277,67822500,0.2541666666666667,0.018001567485176118,0.2
1895,2018-01-08,21.06666755676269,22.468000411987305,21.03333282470703,22.42733383178711,147891000,-0.05,0.06263821959024418,-0.1
1902,2018-01-18,23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,85287000,0.0,0.02483487340301327,0.16249999999999998
1923,2018-02-16,22.166667938232425,22.874666213989254,22.10933303833008,22.36599922180176,84639000,-0.13333333333333333,0.06258502057529647,0.07279761904761906
1929,2018-02-27,23.75,23.99933242797852,23.333999633789062,23.39933204650879,71961000,0.07244949494949494,0.013923777790156633,0.08457773707773707
1940,2018-03-14,22.450666427612305,22.65399932861328,21.595333099365234,21.775333404541016,119511000,0.13939393939393938,-0.054643872992477194,1.0
1944,2018-03-20,20.9913330078125,21.083332061767575,20.583999633789062,20.703332901000977,71464500,-0.010606060606060619,-0.00959942757640797,0.0
1945,2018-03-21,20.683332443237305,21.496000289916992,20.679332733154297,21.101999282836918,89376000,-0.16666666666666666,0.019256145072983122,-0.010606060606060619
1947,2018-03-23,20.75,20.75,20.030000686645508,20.1026668548584,99823500,0.006109848484848482,-0.024458090225057294,0.12486225895316805
1949,2018-03-27,20.26666641235352,20.284666061401367,18.478666305541992,18.61199951171875,208080000,0.016666666666666666,-0.08218823758246663,0.0013291396103896121
1955,2018-04-05,19.28933334350586,20.417333602905277,19.21333312988281,20.381332397460938,286816500,0.25,0.06544916484533281,-0.0037037037037037277
1956,2018-04-06,20.06666755676269,20.618667602539062,19.700000762939453,19.953332901000977,202804500,0.11431818181818182,-0.020999583742291605,0.25
1958,2018-04-10,19.93133354187012,20.47333335876465,19.57866668701172,20.31333351135254,164847000,0.155,0.05192293313418306,0.35555555555555557
1961,2018-04-13,20.239999771118164,20.26333236694336,19.73200035095215,20.022666931152344,109908000,0.13240079365079366,0.021286738456213206,0.425
1963,2018-04-17,19.257999420166016,19.47800064086914,18.833999633789062,19.179332733154297,105000000,0.05069444444444445,-0.012087505392479825,-0.03333333333333333
1972,2018-04-30,19.573999404907227,19.915332794189453,19.5,19.59333229064941,63423000,0.0,-0.0006121312704420179,-0.0909090909090909
1977,2018-05-07,19.833332061767575,20.3973331451416,19.67799949645996,20.184667587280277,130173000,-0.125,0.029514774071228267,0.10195484254307784
1990,2018-05-24,18.559999465942383,18.74066734313965,18.326000213623047,18.523332595825195,62650500,0.169060960591133,-0.004371756014124761,0.10597278911564625
1992,2018-05-29,18.567333221435547,19.100000381469727,18.40999984741211,18.917333602905277,84999000,0.18121825396825397,0.01760803914096898,-0.027626262626262627
1997,2018-06-05,19.84666633605957,19.85333251953125,19.11599922180176,19.408666610717773,89928000,0.35,-0.018905466401010762,-0.009375000000000008
2005,2018-06-15,23.589332580566406,24.31133270263672,23.416667938232425,23.87800025939941,162724500,-0.0018379281537176267,0.001257995940245893,0.0
2009,2018-06-21,24.13333320617676,24.41399955749512,23.084667205810547,23.167333602905277,119506500,0.0,-0.0406106959223671,0.05163095238095238
2010,2018-06-22,23.43600082397461,23.483333587646484,22.13333320617676,22.242000579833984,153991500,0.16078125,-0.039941282796361666,0.0
2012,2018-06-26,22.40333366394043,22.90333366394043,21.71999931335449,22.799999237060547,111787500,-0.030227272727272728,0.02699616299368457,0.11164941077441078
2022,2018-07-11,21.053333282470703,21.46266746520996,21.00466728210449,21.263999938964844,73261500,0.1796660052910053,-0.010884699093960615,0.1596230158730159
2026,2018-07-17,20.58733367919922,21.64933204650879,20.56666755676269,21.512666702270508,104943000,0.7,0.01197983295939431,0.273015873015873
2031,2018-07-24,20.294666290283203,20.514667510986328,19.503332138061523,19.82866668701172,143862000,1.0,-0.01903033212777805,0.13027147896195515
2035,2018-07-30,19.726667404174805,19.739999771118164,19.07533264160156,19.344667434692383,102211500,0.06369248035914704,-0.023588372374675926,0.06666666666666667
2055,2018-08-27,21.200000762939453,21.496000289916992,20.58733367919922,21.284666061401367,196189500,0.0,-0.010996885063753514,0.1310185185185185
2058,2018-08-30,20.15066719055176,20.30666732788086,19.847999572753903,20.209999084472656,108250500,0.0,-0.006098187840544389,0.0
2059,2018-08-31,20.13333320617676,20.35400009155273,19.906667709350582,20.11066627502441,80626500,0.2560966810966811,-0.004915032852453871,0.0
2063,2018-09-07,17.34000015258789,17.889999389648438,16.816667556762695,17.549333572387695,337378500,0.16428571428571428,-0.06303609176210712,0.0
2065,2018-09-11,18.631332397460938,18.799999237060547,18.23666763305664,18.62933349609375,137550000,0.3430059523809524,0.06154079408492974,0.16428571428571428
